fold_id,model_type,class,f1
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,catboost,Pinch,0.892377
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,catboost,Tripod,0.913684
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,catboost,Rest,0.959651
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,catboost,Fist,0.906445
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,catboost,Pinch,0.945946
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,catboost,Tripod,0.889908
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,catboost,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,catboost,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,catboost,Pinch,0.980328
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,catboost,Tripod,0.967177
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,catboost,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,catboost,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,catboost,Pinch,0.909574
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,catboost,Tripod,0.902098
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,catboost,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,catboost,Fist,0.914956
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,catboost,Pinch,0.901734
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,catboost,Tripod,0.16
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,catboost,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,catboost,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,catboost,Pinch,0.969777
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,catboost,Tripod,0.923611
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,catboost,Rest,0.0
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,catboost,Fist,0.959732
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,catboost,Pinch,0.944218
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,catboost,Tripod,0.996743
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,catboost,Rest,0.0
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,catboost,Fist,0.758621
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,catboost,Pinch,0.0
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,catboost,Tripod,0.956229
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,catboost,Fist,1.0
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,catboost,Pinch,0.860759
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,catboost,Tripod,0.795756
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,catboost,Rest,0.0
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,catboost,Fist,0.363462
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,catboost,Pinch,0.299296
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,catboost,Tripod,0.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,catboost,Rest,0.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,catboost,Fist,0.984749
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,catboost,Pinch,1.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,catboost,Tripod,1.0
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,catboost,Fist,1.0
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,catboost,Pinch,1.0
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,catboost,Tripod,1.0
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,catboost,Rest,0.946848
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,catboost,Fist,0.934653
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,catboost,Pinch,0.902111
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,catboost,Tripod,0.905222
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,catboost,Rest,0.9107
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,catboost,Fist,0.922772
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,catboost,Pinch,0.817699
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,catboost,Tripod,0.852941
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,catboost,Rest,0.509579
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,catboost,Fist,0.892057
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,catboost,Pinch,0.3008
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,catboost,Tripod,0.156997
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,catboost,Rest,0.00455
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,catboost,Fist,0.859324
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,catboost,Pinch,0.269528
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,catboost,Tripod,0.217523
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,catboost,Rest,0.619165
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,catboost,Fist,0.959315
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,catboost,Pinch,0.521505
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,catboost,Tripod,0.478331
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,catboost,Rest,0.974962
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,catboost,Fist,0.830995
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,catboost,Pinch,0.609023
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,catboost,Tripod,0.685689
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,catboost,Rest,0.929117
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,catboost,Fist,0.828244
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,catboost,Pinch,0.707775
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,catboost,Tripod,0.590517
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,catboost,Rest,0.952486
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,catboost,Fist,0.953586
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,catboost,Pinch,0.809524
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,catboost,Tripod,0.666667
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,catboost,Rest,0.94469
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,catboost,Fist,0.837573
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,catboost,Pinch,0.861751
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,catboost,Tripod,0.694639
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,catboost,Rest,0.948408
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,catboost,Fist,0.895075
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,catboost,Pinch,0.885529
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,catboost,Tripod,0.842825
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,catboost,Rest,0.950604
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,catboost,Fist,0.979955
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,catboost,Pinch,0.732057
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,catboost,Tripod,0.812
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,catboost,Rest,0.959025
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,catboost,Fist,0.960177
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,catboost,Pinch,0.828125
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,catboost,Tripod,0.745763
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,catboost,Rest,0.399653
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,catboost,Fist,0.29262
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,catboost,Pinch,0.0
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,catboost,Tripod,0.0
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,catboost,Rest,0.504682
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,catboost,Fist,0.006012
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,catboost,Pinch,0.0
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,catboost,Tripod,0.0
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,catboost,Rest,0.463513
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,catboost,Fist,0.093377
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,catboost,Pinch,0.023762
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,catboost,Tripod,0.163982
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,catboost,Rest,0.141439
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,catboost,Fist,0.0
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,catboost,Rest,0.888062
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,catboost,Fist,0.884211
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,catboost,Pinch,0.626316
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,catboost,Tripod,0.297297
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,catboost,Rest,0.903884
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,catboost,Fist,0.639665
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,catboost,Pinch,0.679715
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,catboost,Tripod,0.215054
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,catboost,Rest,0.72508
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,catboost,Fist,0.752972
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,catboost,Pinch,0.622163
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,catboost,Tripod,0.0
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,catboost,Rest,0.878359
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,catboost,Fist,0.824219
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,catboost,Pinch,0.532
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,catboost,Tripod,0.290598
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,catboost,Rest,0.814137
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,catboost,Fist,0.918367
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,catboost,Pinch,0.451861
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,catboost,Tripod,0.628861
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,catboost,Rest,0.947027
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,catboost,Fist,0.951111
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,catboost,Pinch,0.827133
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,catboost,Tripod,0.856502
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,catboost,Rest,0.942503
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,catboost,Fist,0.97561
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,catboost,Pinch,0.92623
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,catboost,Tripod,0.947137
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,catboost,Rest,0.822478
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,catboost,Fist,0.991342
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,catboost,Pinch,0.40678
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,catboost,Tripod,0.620596
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,catboost,Rest,0.94
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,catboost,Fist,0.978166
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,catboost,Pinch,0.864989
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,catboost,Tripod,0.865424
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,catboost,Rest,0.860814
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,catboost,Fist,0.930337
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,catboost,Pinch,0.630705
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,catboost,Tripod,0.738609
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,catboost,Rest,0.941762
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,catboost,Fist,0.932
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,catboost,Pinch,0.144
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,catboost,Tripod,0.651945
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,catboost,Rest,0.874439
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,catboost,Fist,0.821764
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,catboost,Pinch,0.453172
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,catboost,Tripod,0.51145
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,catboost,Rest,0.942209
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,catboost,Fist,0.878307
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,catboost,Pinch,0.561798
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,catboost,Tripod,0.396694
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,catboost,Rest,0.882169
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,catboost,Fist,0.92517
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,catboost,Pinch,0.806167
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,catboost,Tripod,0.893519
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,catboost,Rest,0.923414
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,catboost,Fist,0.918803
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,catboost,Pinch,0.90583
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,catboost,Tripod,0.924107
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,catboost,Rest,0.910675
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,catboost,Fist,0.893333
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,catboost,Pinch,0.918322
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,catboost,Tripod,0.910675
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,catboost,Rest,0.887967
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,catboost,Fist,0.930337
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,catboost,Pinch,0.888383
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,catboost,Tripod,0.889401
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,catboost,Rest,0.880351
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,catboost,Fist,0.886311
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,catboost,Pinch,0.899358
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,catboost,Tripod,0.921109
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,catboost,Rest,0.894168
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,catboost,Fist,0.868421
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,catboost,Pinch,0.919037
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,catboost,Tripod,0.90205
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,catboost,Rest,0.884026
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,catboost,Fist,0.893805
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,catboost,Pinch,0.930131
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,catboost,Tripod,0.916667
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,catboost,Rest,0.893665
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,catboost,Fist,0.895833
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,catboost,Pinch,0.954248
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,catboost,Tripod,0.940659
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,catboost,Rest,0.879518
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,catboost,Fist,0.481515
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,catboost,Pinch,0.49076
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,catboost,Tripod,0.380449
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,catboost,Rest,0.602421
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,catboost,Fist,0.06192
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,catboost,Pinch,0.51963
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,catboost,Tripod,0.526423
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,mlp,Rest,0.958606
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,mlp,Fist,0.969432
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,mlp,Pinch,0.747312
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,mlp,Tripod,0.828358
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,mlp,Rest,0.939092
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,mlp,Fist,0.97807
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,mlp,Pinch,0.930131
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,mlp,Tripod,0.963124
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,mlp,Rest,0.15087
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,mlp,Fist,0.766585
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,mlp,Pinch,0.422794
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,mlp,Tripod,0.037594
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,mlp,Rest,0.885876
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,mlp,Fist,0.953191
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,mlp,Pinch,0.893333
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,mlp,Tripod,0.916844
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,mlp,Rest,0.838156
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,mlp,Fist,0.895161
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,mlp,Pinch,0.881432
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,mlp,Tripod,0.685
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,mlp,Rest,0.813198
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,mlp,Fist,0.948097
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,mlp,Pinch,0.597374
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,mlp,Tripod,0.336431
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,mlp,Rest,0.071579
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,mlp,Fist,0.92562
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,mlp,Pinch,0.513113
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,mlp,Tripod,0.90583
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,mlp,Rest,0.893939
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,mlp,Fist,0.927152
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,mlp,Pinch,0.809981
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,mlp,Tripod,0.759162
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,mlp,Rest,0.112224
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,mlp,Fist,0.911162
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,mlp,Pinch,0.495392
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,mlp,Tripod,0.872881
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,mlp,Rest,0.094262
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,mlp,Fist,0.972163
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,mlp,Pinch,0.419476
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,mlp,Tripod,0.030888
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,mlp,Rest,0.942431
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,mlp,Fist,0.957494
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,mlp,Pinch,0.884211
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,mlp,Tripod,0.894231
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,mlp,Rest,0.612273
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,mlp,Fist,0.0
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,mlp,Pinch,0.025862
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,mlp,Tripod,0.234987
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,mlp,Rest,0.981032
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,mlp,Fist,0.988457
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,mlp,Pinch,0.972807
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,mlp,Tripod,0.980969
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,mlp,Rest,0.92163
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,mlp,Fist,0.934884
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,mlp,Pinch,0.938326
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,mlp,Tripod,0.933638
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,mlp,Rest,0.899329
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,mlp,Fist,0.861996
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,mlp,Pinch,0.957111
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,mlp,Tripod,0.961702
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,mlp,Rest,0.927048
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,mlp,Fist,0.861856
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,mlp,Pinch,0.935982
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,mlp,Tripod,0.953642
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,mlp,Rest,0.951945
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,mlp,Fist,0.961798
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,mlp,Pinch,0.930894
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,mlp,Tripod,0.963441
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,mlp,Rest,0.883817
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,mlp,Fist,0.938429
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,mlp,Pinch,0.795866
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,mlp,Tripod,0.772926
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,mlp,Rest,0.009726
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,mlp,Fist,0.223831
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,mlp,Pinch,0.346547
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,mlp,Tripod,0.0
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,mlp,Rest,0.965368
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,mlp,Fist,0.969432
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,mlp,Pinch,0.794737
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,mlp,Tripod,0.810078
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,mlp,Rest,0.963128
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,mlp,Fist,0.989154
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,mlp,Pinch,0.919492
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,mlp,Tripod,0.915929
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,mlp,Rest,0.89282
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,mlp,Fist,0.640333
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,mlp,Pinch,0.706402
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,mlp,Tripod,0.046753
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,mlp,Rest,0.858164
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,mlp,Fist,0.885593
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,mlp,Pinch,0.145749
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,mlp,Tripod,0.614958
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,mlp,Rest,0.89755
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,mlp,Fist,0.973799
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,mlp,Pinch,0.807018
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,mlp,Tripod,0.830476
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,mlp,Rest,0.834236
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,mlp,Fist,0.742706
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,mlp,Pinch,0.859438
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,mlp,Tripod,0.7375
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,mlp,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,mlp,Fist,0.983923
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,mlp,Pinch,0.977124
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,mlp,Tripod,0.953229
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,mlp,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,mlp,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,mlp,Pinch,0.914835
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,mlp,Tripod,0.95302
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,mlp,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,mlp,Fist,0.96
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,mlp,Pinch,0.922543
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,mlp,Tripod,0.520325
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,mlp,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,mlp,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,mlp,Pinch,0.970923
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,mlp,Tripod,0.928814
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,mlp,Rest,0.0
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,mlp,Fist,0.956229
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,mlp,Pinch,0.941019
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,mlp,Tripod,0.973333
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,mlp,Rest,0.0
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,mlp,Fist,0.470948
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,mlp,Tripod,0.826868
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,mlp,Rest,0.0
